     670     72.5      773    700.5
     672     72.3    766.6    694.3
     674     72.1    760.2    688.1
     676     71.6    751.2    679.6
     678     70.8    739.6    668.8
     680       70      728      658
     682     69.2    716.4    647.2
     684     68.4    704.8    636.4
     686     68.2    689.7    621.5
     688     68.6    671.1    602.5
     690       69    652.5    583.5
     692     69.4    633.9    564.5
     694     69.8    615.3    545.5
     696     70.5    595.1    524.6
     698     71.5    573.3    501.8
     700     72.5    551.5      479
     702     73.5    529.7    456.2
     704     74.5    507.9    433.4
     706     75.7      488    412.3
     708     77.1      470    392.9
     710     78.5      452    373.5
     712     79.9      434    354.1
     714     81.3      416    334.7
     716       83    402.9    319.9
     718       85    394.7    309.7
     720       87    386.5    299.5
     722       89    378.3    289.3
     724       91    370.1    279.1
     726     93.1      366    272.9
     728     95.3      366    270.7
     730     97.5      366    268.5
     732     99.7      366    266.3
     734    101.9      366    264.1
     736    104.7    369.8    265.1
     738    108.1    377.4    269.3
     740    111.5      385    273.5
     742    114.9    392.6    277.7
     744    118.3    400.2    281.9
     746    121.9    407.5    285.6
     748    125.7    414.5    288.8
     750    129.5    421.5      292
     752    133.3    428.5    295.2
     754    137.1    435.5    298.4
     756    140.5    436.1    295.6
     758    143.5    430.3    286.8
     760    146.5    424.5      278
     762    149.5    418.7    269.2
     764    152.5    412.9    260.4
     766    155.7    402.5    246.8
     768    159.1    387.5    228.4
     770    162.5    372.5      210
     772    165.9    357.5    191.6
     774    169.3    342.5    173.2
     776    172.3    327.5    155.2
     778    174.9    312.5    137.6
     780    177.5    297.5      120
     782    180.1    282.5    102.4
     784    182.7    267.5     84.8
     786      185    258.1     73.1
     788      187    254.3     67.3
     790      189    250.5     61.5
     792      191    246.7     55.7
     794      193    242.9     49.9
     796    196.6    239.3     42.7
     798    201.8    235.9     34.1
     800      207    232.5     25.5
     802    212.2    229.1     16.9
     804    217.4    225.7      8.3
     806      220    223.6      3.6
     808      220    222.8      2.8
     810      220      222        2
     812      220    221.2      1.2
     814      220    220.4      0.4
     816    221.8    218.8       -3
     818    225.4    216.4       -9
     820      229      214      -15
     822    232.6    211.6      -21
     824    236.2    209.2      -27
     826    239.1    207.7    -31.4
     828    241.3    207.1    -34.2
     830    243.5    206.5      -37
     832    245.7    205.9    -39.8
     834    247.9    205.3    -42.6
     836    250.3      205    -45.3
     838    252.9      205    -47.9
     840    255.5      205    -50.5
     842    258.1      205    -53.1
     844    260.7      205    -55.7
     846    262.5      205    -57.5
     848    263.5      205    -58.5
     850    264.5      205    -59.5
     852    265.5      205    -60.5
     854    266.5      205    -61.5
     856    268.2      205    -63.2
     858    270.6      205    -65.6
     860      273      205      -68
     862    275.4      205    -70.4
     864    277.8      205    -72.8
     866    279.6    205.7    -73.9
     868    280.8    207.1    -73.7
     870      282    208.5    -73.5
     872    283.2    209.9    -73.3
     874    284.4    211.3    -73.1
     876    285.7    211.6    -74.1
     878    287.1    210.8    -76.3
     880    288.5      210    -78.5
     882    289.9    209.2    -80.7
     884    291.3    208.4    -82.9
     886    292.5    209.3    -83.2
     888    293.5    211.9    -81.6
     890    294.5    214.5      -80
     892    295.5    217.1    -78.4
     894    296.5    219.7    -76.8
     896    297.5    221.3    -76.2
     898    298.5    221.9    -76.6
     900    299.5    222.5      -77
     902    300.5    223.1    -77.4
     904    301.5    223.7    -77.8
     906    302.3    224.7    -77.6
     908    302.9    226.1    -76.8
     910    303.5    227.5      -76
     912    304.1    228.9    -75.2
     914    304.7    230.3    -74.4
     916    305.2    229.4    -75.8
     918    305.6    226.2    -79.4
     920      306      223      -83
     922    306.4    219.8    -86.6
     924    306.8    216.6    -90.2
     926    306.7    214.7      -92
     928    306.1    214.1      -92
     930    305.5    213.5      -92
     932    304.9    212.9      -92
     934    304.3    212.3      -92
     936    303.9    209.7    -94.2
     938    303.7    205.1    -98.6
     940    303.5    200.5     -103
     942    303.3    195.9   -107.4
     944    303.1    191.3   -111.8
     946    302.6    187.7   -114.9
     948    301.8    185.1   -116.7
     950      301    182.5   -118.5
     952    300.2    179.9   -120.3
     954    299.4    177.3   -122.1
     956    298.5    173.8   -124.7
     958    297.5    169.4   -128.1
     960    296.5      165   -131.5
     962    295.5    160.6   -134.9
     964    294.5    156.2   -138.3
     966    293.3    152.4   -140.9
     968    291.9    149.2   -142.7
     970    290.5      146   -144.5
     972    289.1    142.8   -146.3
     974    287.7    139.6   -148.1
     976      286    134.8   -151.2
     978      284    128.4   -155.6
     980      282      122     -160
     982      280    115.6   -164.4
     984      278    109.2   -168.8
     986    275.6    104.7   -170.9
     988    272.8    102.1   -170.7
     990      270     99.5   -170.5
     992    267.2     96.9   -170.3
     994    264.4     94.3   -170.1
     996    261.6     91.7   -169.9
     998    258.8     89.1   -169.7
    1000      256     86.5   -169.5
